qid,Aen,Len,Lde,Lfr,Les,Ltr,Den,P2,P3,P287,P125,P156,P146,P771,P131,P131,?,,,,,,,,,,,,,,,,,,,,"FactGrid Items for Universities, Museums",
factgrid_id,abb,collection_name Collection,collection_name Collection,,,,,,,type of organization,collection_actor_status,collection_url,cdli_url,wikidata_id,research projs,,wiki_url_eng,collection_name_native,name_native_iso,wiki_url_native,geonames_id,collection_id,cdli_id,collection_holding_status,collection_actor,collection_actor_status,collection_loc,country_iso,region_gadm,district_gadm,notes,to_be_deleted,url_native_iso,osm_id,osm_type,,,
Q511882,,National Musuem of Iran Collection,National Musuem of Iran Collection,National Musuem of Iran Collection,National Musuem of Iran Collection,National Musuem of Iran Collection,"Iran Bastan Museum, Tehran, Iran; National Museum, Tehran, Iran",Q23239,,Q145257,Q11278,https://irannationalmuseum.ir/fa,,Q1631008,Q389597,Q389595,https://en.wikipedia.org/wiki/National_Museum_of_Iran,وزه ملی ایران,fas,https://fa.wikipedia.org/wiki/موزه_ملی_ایران,11874040,333,983; 1106,Extant,Agency,Public,1,IRN,IRN.28_1IRN.28.8_1,,,0,fas,,,,Q271176,https://database.factgrid.de/entity/Q271176
Q511883,,Ancient Orient Museum,Ancient Orient Museum,Ancient Orient Museum,Ancient Orient Museum,Ancient Orient Museum,"Ancient Orient Museum, Tokyo, Japan",Q23239,,Q34987,Q11276,https://aom-tokyo.com,https://cdli.earth/collections/1083,Q1048740,Q389597,Q389595,https://en.wikipedia.org/wiki/Ancient_Orient_Museum,古代オリエント博物館,jpn,https://ja.wikipedia.org/wiki/%E5%8F%A4%E4%BB%A3%E3%82%AA%E3%83%AA%E3%82%A8%E3%83%B3%E3%83%88%E5%8D%9A%E7%89%A9%E9%A4%A8,0,344,1083,Extant,Foundation,Group,1,JPN,JPN.41_1,JPN.41.53_1,,0,jpn,1420771074,node,,"Rosenbach Museum and Library, Philadelphia Pennsylvania",https://database.factgrid.de/entity/Q272599
Q511884,,David M. Rubenstein Rare Book & Manuscript Library,David M. Rubenstein Rare Book & Manuscript Library,David M. Rubenstein Rare Book & Manuscript Library,David M. Rubenstein Rare Book & Manuscript Library,David M. Rubenstein Rare Book & Manuscript Library,"Rubenstein Rare Book & Manuscript Library, Duke University, Durham, North Carolina, USA",Q11249,,Q160273,Q11276,https://library.duke.edu/rubenstein/about/library,https://cdli.earth/collections/865,Q74061200,Q389597,Q389595,https://en.wikipedia.org/wiki/Duke_University_Libraries#David_M._Rubenstein_Rare_Book_&_Manuscript_Library,David M. Rubenstein Rare Book & Manuscript Library,eng,https://en.wikipedia.org/wiki/Duke_University_Libraries#David_M._Rubenstein_Rare_Book_&_Manuscript_Library,0,1125,865,Unknown,Educational institution,Group,1,USA,USA.34_1,USA.34.32_1,,0,eng,44108884,way,,Historisches Museum Hannover,https://database.factgrid.de/entity/Q375381
Q511885,,Aleppo National Museum,Aleppo National Museum,Aleppo National Museum,Aleppo National Museum,Aleppo National Museum,"National Museum of Syria, Aleppo, Syria",Q23239,,Q145257,Q11278,http://dgam.gov.sy/المتاحف-الوطنية/متحف-حلب/,https://cdli.earth/collections/277,Q1164599,Q389597,Q389595,https://en.wikipedia.org/wiki/National_Museum_of_Aleppo,المتاحف الوطنية حلب,ara,https://ar.wikipedia.org/wiki/متحف_حلب_الوطني,7753555,40,277,Extant,Agency,Public,1,SYR,SYR.2_1,SYR.2.6_1,,0,eng,,,,Hispanic Society of America,https://database.factgrid.de/entity/Q385878
Q511887,,Rosicrucian Egyptian Museum,Rosicrucian Egyptian Museum,Rosicrucian Egyptian Museum,Rosicrucian Egyptian Museum,Rosicrucian Egyptian Museum,"Rosicrucian Egyptian Museum, San Jose, California, USA",Q23239,,Q34987,Q11276,https://egyptianmuseum.org,https://cdli.earth/collections/813,Q3354610,Q389597,Q389595,https://en.wikipedia.org/wiki/Rosicrucian_Egyptian_Museum,Rosicrucian Egyptian Museum,eng,https://en.wikipedia.org/wiki/Rosicrucian_Egyptian_Museum,0,73,813,Extant,Foundation,Group,1,USA,USA.5_1,USA.5.43_1,,0,eng,28642327,way,,Louvre Palace,https://database.factgrid.de/entity/Q390774
Q511888,,Hearst Museum,Hearst Museum,Hearst Museum,Hearst Museum,Hearst Museum,"Hearst Museum of Anthropology, University of California at Berkeley, Berkeley, California, USA",Q23239,,Q160273,Q11278,https://hearstmuseum.berkeley.edu,https://cdli.earth/collections/1166,Q7186647,Q389597,Q389595,https://en.wikipedia.org/wiki/Phoebe_A._Hearst_Museum_of_Anthropology,Phoebe A. Hearst Museum of Anthropology,eng,https://en.wikipedia.org/wiki/Phoebe_A._Hearst_Museum_of_Anthropology,5356038,68,1166,Extant,Educational institution,Public,1,USA,USA.5_1,USA.5.1_1,,0,eng,,,,Goethe-Nationalmuseum,https://database.factgrid.de/entity/Q394253
Q511890,,National Geographic Society Collection,National Geographic Society Collection,National Geographic Society Collection,National Geographic Society Collection,National Geographic Society Collection,"National Geographic Society, Washington, DC, USA",Q220833,,Q34987,Q11276,https://www.nationalgeographic.org,https://cdli.earth/collections/1212,Q167186,Q389597,Q389595,https://en.wikipedia.org/wiki/National_Geographic_Society,National Geographic Society,eng,https://en.wikipedia.org/wiki/National_Geographic_Society,0,1065,1212,Unknown,Foundation,Group,1,USA,USA.9_1,USA.9.1_1,,0,eng,55326926,way,,Villa Malfitano Whitaker,https://database.factgrid.de/entity/Q395347
Q511891,,Museum of Anatolian Civilizations Collection,Museum of Anatolian Civilizations Collection,Museum of Anatolian Civilizations Collection,Museum of Anatolian Civilizations Collection,Museum of Anatolian Civilizations Collection,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey; Archaeological Museum, Anakara, Turkey",Q23239,,Q145257,Q11278,https://muze.gov.tr/muze-detay?SectionId=AMM01&DistId=AMM,https://cdli.earth/collections/705,Q754322,Q389597,Q389595,https://en.wikipedia.org/wiki/Museum_of_Anatolian_Civilizations,Anadolu Medeniyetleri Müzesi,tur,https://tr.wikipedia.org/wiki/Anadolu_Medeniyetleri_Müzesi,11237683,403,705,Extant,Agency,Public,1,TUR,TUR.7_1,TUR.7.7_1,,0,tur,,,,"Pierpont Morgan Library, New York",https://database.factgrid.de/entity/Q398979
Q511892,,Penn Museum,Penn Museum,Penn Museum,Penn Museum,Penn Museum,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",Q23239,,Q160273,Q11276,https://www.penn.museum,https://cdli.earth/collections/429,Q1285902,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Pennsylvania_Museum_of_Archaeology_and_Anthropology,Penn Museum,eng,https://en.wikipedia.org/wiki/University_of_Pennsylvania_Museum_of_Archaeology_and_Anthropology,10235408,56,429,Extant,Educational institution,Group,1,USA,USA.39_1,USA.39.51_1,,0,eng,,,,Schwules Museum Berlin,https://database.factgrid.de/entity/Q405208
Q511893,,Free Library of Philadelphia Collection,Free Library of Philadelphia Collection,Free Library of Philadelphia Collection,Free Library of Philadelphia Collection,Free Library of Philadelphia Collection,"Free Library of Philadelphia, Philadelphia, Pennsylvania, USA",Q11249,,Q145257,Q11278,https://www.freelibrary.org,https://cdli.earth/collections/874,Q3087288,Q389597,Q389595,https://en.wikipedia.org/wiki/Free_Library_of_Philadelphia,Free Library of Philadelphia,eng,https://en.wikipedia.org/wiki/Free_Library_of_Philadelphia,7147720,70,874,Extant,Agency,Public,1,USA,USA.39_1,USA.39.51_1,,0,eng,,,,Berlin Museum,https://database.factgrid.de/entity/Q405378
Q511894,,Spurlock Museum of World Cultures Collection,Spurlock Museum of World Cultures Collection,Spurlock Museum of World Cultures Collection,Spurlock Museum of World Cultures Collection,Spurlock Museum of World Cultures Collection,"Spurlock Museum, University of Illinois, Urbana-Champaign, Illinois, USA",Q23239,,Q160273,Q11278,https://www.spurlock.illinois.edu,https://cdli.earth/collections/772,Q7581580,Q389597,Q389595,https://en.wikipedia.org/wiki/Spurlock_Museum,Spurlock Museum of World Cultures,eng,https://en.wikipedia.org/wiki/Spurlock_Museum,10229848,170,772,Extant,Educational institution,Public,0,USA,USA.14_1,USA.14.10_1,,0,eng,,,,Sachsenhausen concentration camp memorial,https://database.factgrid.de/entity/Q405460
Q511895,,Glencairn Museum,Glencairn Museum,Glencairn Museum,Glencairn Museum,Glencairn Museum,"Glencairn Museum, Bryn Athyn, Pennsylvania, USA",Q23239,,Q34987,Q11276,https://glencairnmuseum.org,https://cdli.earth/collections/1009,Q5568229,Q389597,Q389595,https://en.wikipedia.org/wiki/Glencairn_Museum,Glencairn Museum,eng,https://en.wikipedia.org/wiki/Glencairn_Museum,7147736,92,1009,Extant,Foundation,Group,1,USA,USA.39_1,USA.39.46_1,,0,eng,,,,Fotomuseum im Münchner Stadtmuseum,https://database.factgrid.de/entity/Q405469
Q511896,,Princeton Theological Seminary Collection,Princeton Theological Seminary Collection,Princeton Theological Seminary Collection,Princeton Theological Seminary Collection,Princeton Theological Seminary Collection,"Princeton Theological Seminary, Princeton, New Jersey, USA",Q396070,,Q160273,Q11276,https://library.ptsem.edu/special-collections-overview,https://cdli.earth/collections/666,Q909696,Q389597,Q389595,https://en.wikipedia.org/wiki/Princeton_Theological_Seminary,Princeton Theological Seminary,eng,https://en.wikipedia.org/wiki/Princeton_Theological_Seminary,5102953,71,666,Extant,Educational institution,Group,1,USA,USA.31_1,USA.31.11_1,,0,eng,,,,Alpine Museum,https://database.factgrid.de/entity/Q405723
Q511897,,Istanbul Museum of the Ancient Orient Collection,Istanbul Museum of the Ancient Orient Collection,Istanbul Museum of the Ancient Orient Collection,Istanbul Museum of the Ancient Orient Collection,Istanbul Museum of the Ancient Orient Collection,"Eski Şark Eserleri Müzesi, Arkeoloji Müzeleri, Istanbul, Turkey",Q23239,,Q145257,Q11278,https://muze.gov.tr/muze-detay?SectionId=IAR01&DistId=IAR,https://cdli.earth/collections/443,Q99397898,Q389597,Q389595,https://en.wikipedia.org/wiki/Museum_of_the_Ancient_Orient,Eski Şark Eserleri Müzesi,tur,https://tr.wikipedia.org/wiki/Eski_Şark_Eserleri_Müzesi,0,338,443,Extant,Agency,Public,1,TUR,TUR.40_1,TUR.40.20_1,,0,tur,103339340,way,,Munich Stadtmuseum,https://database.factgrid.de/entity/Q405737
Q511898,,Istanbul Archaeology Museum,Istanbul Archaeology Museum,Istanbul Archaeology Museum,Istanbul Archaeology Museum,Istanbul Archaeology Museum,"Arkeoloji Müzeleri, Istanbul, Turkey",Q23239,,Q145257,Q11278,https://muze.gov.tr/muze-detay?SectionId=IAR01&DistId=IAR,https://cdli.earth/collections/326,Q636978,Q389597,Q389595,https://en.wikipedia.org/wiki/Istanbul_Archaeology_Museums,İstanbul Arkeoloji Müzeleri,tur,https://tr.wikipedia.org/wiki/İstanbul_Arkeoloji_Müzeleri,6947643,20,326,Extant,Agency,Public,1,TUR,TUR.40_1,TUR.40.20_1,,0,tur,,,,Haus der Kunst,https://database.factgrid.de/entity/Q405755
Q511899,,J. Pierpont Morgan Library,J. Pierpont Morgan Library,J. Pierpont Morgan Library,J. Pierpont Morgan Library,J. Pierpont Morgan Library,"J. Pierpont Morgan Library Collection, Yale Babylonian Collection, New Haven, Connecticut,; J. Pierpont Morgan Library Collection, Yale Babylonian Collection, New Haven, Connecticut, USA",Q23239,Q529854,Q160273,Q11278,https://babylonian-collection.yale.edu,,Q2599064,Q389597,Q389595,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,"J. Pierpont Morgan Library Collection, Yale Babylonian Collection",eng,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,0,82,345; 351,Extant,Educational institution,Group,1,USA,USA.7_1,USA.7.5_1,,0,eng,2840329,relation,,Wien Museum,https://database.factgrid.de/entity/Q415127
Q511899,,Newell Collections of Babylonian Seals Collection,Newell Collections of Babylonian Seals Collection,Newell Collections of Babylonian Seals Collection,Newell Collections of Babylonian Seals Collection,Newell Collections of Babylonian Seals Collection,"Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA",Q23239,Q529854,Q160273,Q11278,https://babylonian-collection.yale.edu,https://cdli.earth/collections/501,Q2599064,Q389597,Q389595,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,Newell Collections of Babylonian Seals,eng,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,0,291,501,Extant,Educational institution,Group,1,USA,USA.7_1,USA.7.5_1,,0,eng,2840329,relation,,Munich Documentation Centre for the History of National Socialism,https://database.factgrid.de/entity/Q418266
Q511899,,"Newell Collections of Babylonian Tablets, Yale Babylonian Collection","Newell Collections of Babylonian Tablets, Yale Babylonian Collection","Newell Collections of Babylonian Tablets, Yale Babylonian Collection","Newell Collections of Babylonian Tablets, Yale Babylonian Collection","Newell Collections of Babylonian Tablets, Yale Babylonian Collection","Newell Collections of Babylonian Tablets, Yale Babylonian Collection, New Haven, Connecticut, USA",Q23239,Q529854,Q160273,Q11278,https://babylonian-collection.yale.edu/,https://cdli.earth/collections/1189,Q2599064,Q389597,Q389595,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,"Newell Collections of Babylonian Tablets, Yale Babylonian Collection",eng,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,0,83,1189,Extant,Educational institution,Group,1,USA,USA.7_1,USA.7.5_1,,0,eng,2840329,relation,,Brüder-Grimm-Museum Kassel,https://database.factgrid.de/entity/Q421817
Q511899,,"Nies Babylonian Collection, Yale Babylonian Collection","Nies Babylonian Collection, Yale Babylonian Collection","Nies Babylonian Collection, Yale Babylonian Collection","Nies Babylonian Collection, Yale Babylonian Collection","Nies Babylonian Collection, Yale Babylonian Collection","Nies Babylonian Collection, Yale Babylonian Collection, New Haven, Connecticut, USA",Q23239,Q529854,Q160273,Q11278,https://babylonian-collection.yale.edu,https://cdli.earth/collections/516,Q2599064,Q389597,Q389595,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,"Nies Babylonian Collection, Yale Babylonian Collection",eng,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,0,66,516,Extant,Educational institution,Group,1,USA,USA.7_1,USA.7.5_1,,0,eng,2840329,relation,,Musée de l'Imprimerie,https://database.factgrid.de/entity/Q425504
Q511899,,Yale Babylonian Collection,Yale Babylonian Collection,Yale Babylonian Collection,Yale Babylonian Collection,Yale Babylonian Collection,"Yale Babylonian Collection, New Haven, Connecticut, USA",Q23239,Q529854,Q160273,Q11278,https://babylonian-collection.yale.edu,https://cdli.earth/collections/6,Q2599064,Q389597,Q389595,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,Yale Babylonian Collection,eng,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,0,54,6,Extant,Educational institution,Group,1,USA,USA.7_1,USA.7.5_1,,0,eng,2840329,relation,,"Deutsches Freimaurer-Museum, Bayreuth",https://database.factgrid.de/entity/Q434363
Q511900,,Chancellor University Collection,Chancellor University Collection,Chancellor University Collection,Chancellor University Collection,Chancellor University Collection,"Library Resource Center, Myers University, Cleveland, Ohio, USA; Chancellor University Collection, Cleveland, Ohio, USA",Q11307,Q529854,Q160273,Q11278,https://web.archive.org/web/20161004073737/http://www.chancelloru.edu/,,Q5070784,Q389597,Q389595,https://en.wikipedia.org/wiki/Chancellor_University,Chancellor University,eng,https://en.wikipedia.org/wiki/Chancellor_University,0,455,36; 1275,Terminated,Educational institution,Group,0,USA,USA.36_1,USA.36.18_1,,0,eng,,,,Kulturhistorisches Museum Görlitz,https://database.factgrid.de/entity/Q448447
Q511901,,Montserrat Museum,Montserrat Museum,Montserrat Museum,Montserrat Museum,Montserrat Museum,"Montserrat Museum, Barcelona, Spain",Q23239,,,Q11276,http://www.museudemontserrat.com/es/index.html,https://cdli.earth/collections/677,Q428559,Q389597,Q389595,https://en.wikipedia.org/wiki/Museum_of_Montserrat,Museu de Montserrat,spa,https://es.wikipedia.org/wiki/Museo_de_Montserrat,0,242,677,Extant,Uncertain,Uncertain,1,ESP,ESP.6_1,ESP.6.1_1,,0,spa,558809034,node,,Mauritianum,https://database.factgrid.de/entity/Q452850
Q511903,,Wadsworth Atheneum Museum of Art Collection,Wadsworth Atheneum Museum of Art Collection,Wadsworth Atheneum Museum of Art Collection,Wadsworth Atheneum Museum of Art Collection,Wadsworth Atheneum Museum of Art Collection,"Wadsworth Atheneum, Hartford, Connecticut, USA",Q484898,,Q145257,Q11278,https://www.thewadsworth.org,https://cdli.earth/collections/449,Q403080,Q389597,Q389595,https://en.wikipedia.org/wiki/Wadsworth_Atheneum,Wadsworth Atheneum Museum of Art,eng,https://en.wikipedia.org/wiki/Wadsworth_Atheneum,4845025,510,449,Extant,Agency,Public,1,USA,USA.7_1,USA.7.2_1,,0,eng,,,,Hill Museum & Manuscript Library,https://database.factgrid.de/entity/Q458501
Q511904,,Oriental Institute Museum,Oriental Institute Museum,Oriental Institute Museum,Oriental Institute Museum,Oriental Institute Museum,Oriental Institute Museum,Q23239,,Q160273,Q11276,https://oi.uchicago.edu/museum-exhibits,https://cdli.earth/collections/90,Q1276053,Q389597,Q389595,https://en.wikipedia.org/wiki/Oriental_Institute_(Chicago),Oriental Institute Museum,eng,https://en.wikipedia.org/wiki/Oriental_Institute_(Chicago),4904911,1254,90,Extant,Educational institution,Group,1,USA,USA.14_1,USA.14.16_1,,0,eng,,,,Museum COLLECTIONDavid Iakobachvili,https://database.factgrid.de/entity/Q483759
Q511904,,"Oriental Institute, University of Chicago Collection","Oriental Institute, University of Chicago Collection","Oriental Institute, University of Chicago Collection","Oriental Institute, University of Chicago Collection","Oriental Institute, University of Chicago Collection","Oriental Institute, University of Chicago, Chicago, Illinois, USA",Q23239,Q529854,Q160273,Q11278,https://oi.uchicago.edu,https://cdli.earth/collections/994,Q1276053,Q389597,Q389595,https://en.wikipedia.org/wiki/Oriental_Institute_(Chicago),"Oriental Institute, University of Chicago",eng,https://en.wikipedia.org/wiki/Oriental_Institute_(Chicago),4904911,15,994,Extant,Educational institution,Group,1,USA,USA.14_1,USA.14.16_1,,0,eng,,,,Electoral Gallery Dusseldorf,https://database.factgrid.de/entity/Q483714
Q511905,,Pritzker Legal Research Center,Pritzker Legal Research Center,Pritzker Legal Research Center,Pritzker Legal Research Center,Pritzker Legal Research Center,"Northwestern University Law School Library, Chicago, IL, USA",Q11249,,Q160273,Q11276,https://www.library.law.northwestern.edu,https://cdli.earth/collections/227,Q7060409,Q389597,Q389595,https://en.wikipedia.org/wiki/Northwestern_University_Pritzker_School_of_Law,Northwestern University Law School Library,eng,https://en.wikipedia.org/wiki/Northwestern_University_Pritzker_School_of_Law,4883651,1289,227,Extant,Educational institution,Group,1,USA,USA.14_1,USA.14.16_1,,0,eng,,,,Rijksmuseum van Natuurlijke Historie,https://database.factgrid.de/entity/Q484328
Q511906,,Pontifical Biblical Institute Collection,Pontifical Biblical Institute Collection,Pontifical Biblical Institute Collection,Pontifical Biblical Institute Collection,Pontifical Biblical Institute Collection,"Pontificio Istituto Biblico, Rome, Italy",Q144732,Q529854,Q160273,Q11278,https://www.biblico.it,https://cdli.earth/collections/670,Q951184,Q389597,Q389595,https://en.wikipedia.org/wiki/Pontifical_Biblical_Institute,Pontificio Istituto Biblico,ita,https://it.wikipedia.org/wiki/Pontificio_Istituto_Biblico,0,142,670,Extant,Educational institution,Group,1,ITA,ITA.8_1,ITA.8.4_1,,0,ita,2175094020,node,,Vorderasiatisches Museum Berlin,https://database.factgrid.de/entity/Q510658
Q511908,,Salesian Pontifical University Collection,Salesian Pontifical University Collection,Salesian Pontifical University Collection,Salesian Pontifical University Collection,Salesian Pontifical University Collection,"Università Pontificia Salesiana, Rome, Italy",Q11307,Q529854,Q160273,Q11276,https://www.unisal.it,https://cdli.earth/collections/571,Q543289,Q389597,Q389595,https://en.wikipedia.org/wiki/Salesian_Pontifical_University,Università Pontificia Salesiana,ita,https://it.wikipedia.org/wiki/Universit%C3%A0_Pontificia_Salesiana,0,622,571,Extant,Educational institution,Group,0,ITA,ITA.8_1,ITA.8.4_1,,0,ita,24026567,way,,Berlin State Museums,https://database.factgrid.de/entity/Q510659
Q511909,,Kelsey Museum of Archaeology Collection,Kelsey Museum of Archaeology Collection,Kelsey Museum of Archaeology Collection,Kelsey Museum of Archaeology Collection,Kelsey Museum of Archaeology Collection,"Kelsey Museum of Archaeology, University of Michigan, Ann Arbor, Michigan, USA",Q23239,,Q160273,Q11278,https://lsa.umich.edu/kelsey,https://cdli.earth/collections/1185,Q1738346,Q389597,Q389595,https://en.wikipedia.org/wiki/Kelsey_Museum_of_Archaeology,Kelsey Museum of Archaeology,eng,https://en.wikipedia.org/wiki/Kelsey_Museum_of_Archaeology,8094069,28,1185,Extant,Educational institution,Public,1,USA,USA.23_1,USA.23.85_1,,0,eng,,,,Bible Lands Museum,https://database.factgrid.de/entity/Q511871
Q511910,SMN | SM,Harvard Museum of the Ancient Near East Collection,Harvard Museum of the Ancient Near East Collection,Harvard Museum of the Ancient Near East Collection,Harvard Museum of the Ancient Near East Collection,Harvard Museum of the Ancient Near East Collection,"Semitic Museum, Harvard University, Cambridge, Massachusetts, USA; Harvard Museum of the Ancient Near East, Harvard University, Cambridge, Massachusetts, USA",Q23239,,Q160273,Q11276,https://hmane.harvard.edu,https://cdli.earth/collections/17,Q2918448,Q389597,Q389595,https://en.wikipedia.org/wiki/Harvard_Museum_of_the_Ancient_Near_East,Harvard Museum of the Ancient Near East,eng,https://en.wikipedia.org/wiki/Harvard_Museum_of_the_Ancient_Near_East,4950560,72,17,Extant,Educational institution,Group,1,USA,USA.22_1,USA.22.9_1,,0,eng,,,,National Museum of Iraq,https://database.factgrid.de/entity/Q511874
Q511912,,Peabody Essex Museum,Peabody Essex Museum,Peabody Essex Museum,Peabody Essex Museum,Peabody Essex Museum,"Peabody Essex Museum, Salem, Massachusetts, USA",Q23239,,Q34987,Q11276,https://en.wikipedia.org/wiki/Peabody_Essex_Museum,https://cdli.earth/collections/1201,Q3373790,Q389597,Q389595,https://en.wikipedia.org/wiki/Peabody_Essex_Museum,Peabody Essex Museum,eng,https://en.wikipedia.org/wiki/Peabody_Essex_Museum,0,139,1201,Extant,Foundation,Group,1,USA,USA.22_1,USA.22.5_1,,0,eng,215901152,way,,National Museum in Damascus,https://database.factgrid.de/entity/Q511875
Q511913,,Memorial Art Gallery,Memorial Art Gallery,Memorial Art Gallery,Memorial Art Gallery,Memorial Art Gallery,"Memorial Art Gallery, University of Rochester, Rochester, New York, USA",Q484898,,Q160273,Q11276,https://mag.rochester.edu,https://cdli.earth/collections/1259,Q6815343,Q389597,Q389595,https://en.wikipedia.org/wiki/Memorial_Art_Gallery,Memorial Art Gallery,eng,https://en.wikipedia.org/wiki/Memorial_Art_Gallery,9409880,145,1259,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.29_1,,0,eng,,,,Michael C. Carlos Museum,https://database.factgrid.de/entity/Q511876
Q511914,,Royal Ontario Museum,Royal Ontario Museum,Royal Ontario Museum,Royal Ontario Museum,Royal Ontario Museum,"Royal Ontario Museum of Archaeology, Toronto, Ontario, Canada",Q23239,,Q145257,Q11278,https://www.rom.on.ca/en,https://cdli.earth/collections/1306,Q649250,Q389597,Q389595,https://en.wikipedia.org/wiki/Royal_Ontario_Museum,Royal Ontario Museum,eng,https://en.wikipedia.org/wiki/Royal_Ontario_Museum,6615570,127,1306,Extant,Agency,Public,1,CAN,CAN.9_1,CAN.9.50_1,,0,eng,,,,Archaeological Museum of the American University of Beirut,https://database.factgrid.de/entity/Q511877
Q511915,,National Archaeological Museum of Florence Collection,National Archaeological Museum of Florence Collection,National Archaeological Museum of Florence Collection,National Archaeological Museum of Florence Collection,National Archaeological Museum of Florence Collection,"Museo Archeologico Nazionale di Firenze, Florence, Italy",Q23239,,Q145257,Q11278,https://museoarcheologiconazionaledifirenze.wordpress.com,https://cdli.earth/collections/686,Q637237,Q389597,Q389595,"https://en.wikipedia.org/wiki/National_Archaeological_Museum,_Florence",Museo Archeologico Nazionale di Firenze,ita,https://it.wikipedia.org/wiki/Museo_archeologico_nazionale_di_Firenze,10303309,100,686,Extant,Agency,Public,1,ITA,ITA.16_1,ITA.16.2_1,,0,ita,,,,National Museum of Ethnology,https://database.factgrid.de/entity/Q511880
Q511916,,"Museo di Antichità, Turin Collection","Museo di Antichità, Turin Collection","Museo di Antichità, Turin Collection","Museo di Antichità, Turin Collection","Museo di Antichità, Turin Collection","Museo di Antichità di Torino, Turin, Italy",Q23239,,Q145257,Q11278,https://www.museireali.beniculturali.it/museo-antichita,https://cdli.earth/collections/840,Q3868190,Q389597,Q389595,,Museo di Antichità,ita,https://it.wikipedia.org/wiki/Museo_di_antichità,0,81,840,Extant,Agency,Public,1,,,,,0,ita,113734601,way,,Deir ez-Zor Museum,https://database.factgrid.de/entity/Q511881
